Level 2,Level 3,Level 4,Level 5,GVA,GDP,Total Sales m,Available Sales m
Engineering Industry (excluding Civils),Product Design,Develop,Component planning,3.92,5.06,3.26,1.07
Engineering Industry (excluding Civils),Product Design,Develop,Technology development,4.00,4.81,3.34,1.56
Engineering Industry (excluding Civils),Product Design,Develop,CAD concepts,3.27,4.14,2.85,1.30
Engineering Industry (excluding Civils),Product Design,Develop,Modelling,3.30,4.28,2.85,1.24
Engineering Industry (excluding Civils),Product Design,Develop,User testing,3.03,3.93,2.54,1.32
Engineering Industry (excluding Civils),Product Design,Develop,Rendering,2.84,3.72,2.42,1.06
Engineering Industry (excluding Civils),Product Design,Develop,Rapid prototype,3.10,3.94,2.62,1.25
Engineering Industry (excluding Civils),Product Design,Develop,Prototype development,1.94,2.45,1.58,0.89
Engineering Industry (excluding Civils),Product Design,Develop,3D printing,2.22,2.82,1.81,0.95
Engineering Industry (excluding Civils),Product Design,Develop,Ergonomic testing,3.76,5.06,3.27,1.65
Engineering Industry (excluding Civils),Product Design,Develop,Safety analysis,3.19,3.82,2.58,0.82
Engineering Industry (excluding Civils),Product Design,Develop,Material testing,3.93,4.87,3.18,1.57
Engineering Industry (excluding Civils),Product Design,Develop,Production cost scoping,2.85,3.71,2.50,1.15
Engineering Industry (excluding Civils),Product Design,Develop,Packaging design ,1.83,2.28,1.58,0.88
Engineering Industry (excluding Civils),Product Design,Develop,QA,2.15,2.61,1.81,0.37
Engineering Industry (excluding Civils),Product Design,Deliver,Documentation,1.04,1.42,0.91,0.53
Engineering Industry (excluding Civils),Product Design,Deliver,Print production,1.26,1.58,1.02,0.53
Engineering Industry (excluding Civils),Product Design,Deliver,Digital touchpoints,0.67,0.81,0.54,0.26
Engineering Industry (excluding Civils),Product Design,Deliver,Production management,1.18,1.46,1.02,0.34
Engineering Industry (excluding Civils),Product Design,Deliver,Implementation,0.66,0.81,0.53,0.15
Engineering Industry (excluding Civils),Product Design,Deliver,Production prototypes,0.70,0.91,0.60,0.24
Engineering Industry (excluding Civils),Product Design,Deliver,Production set-up,0.80,1.01,0.66,0.27
Engineering Industry (excluding Civils),Product Design,Deliver,Tooling,0.62,0.79,0.54,0.12
Engineering Industry (excluding Civils),Product Design,Deliver,Production management,0.71,0.90,0.60,0.24
Engineering Industry (excluding Civils),Product Design,Deliver,User testing,0.78,0.98,0.68,0.20
Engineering Industry (excluding Civils),Product Design,Deliver,Product testing,0.97,1.18,0.77,0.22
Engineering Industry (excluding Civils),Motion,Discovery,Market research,0.04,0.05,0.03,0.01
Engineering Industry (excluding Civils),Motion,Discovery,Market analysis,0.06,0.07,0.05,0.02
Engineering Industry (excluding Civils),Motion,Discovery,Customer Insights,0.04,0.05,0.03,0.02
Engineering Industry (excluding Civils),Motion,Discovery,Competitor analysis,0.05,0.06,0.04,0.02
Engineering Industry (excluding Civils),Motion,Discovery,Audit ,0.07,0.08,0.05,0.02
Engineering Industry (excluding Civils),Motion,Discovery,Story Research,0.04,0.05,0.03,0.01
Engineering Industry (excluding Civils),Motion,Discovery,Location scouting,0.06,0.07,0.05,0.01
Engineering Industry (excluding Civils),Motion,Discovery,Site surveys,0.04,0.05,0.04,0.02
Engineering Industry (excluding Civils),Motion,Discovery,Logistics planning,0.05,0.06,0.04,0.01
Engineering Industry (excluding Civils),Motion,Discovery,Budget planning ,0.03,0.04,0.03,0.01
Engineering Industry (excluding Civils),Motion,Discovery,Pre-production planning,0.07,0.08,0.05,0.01
Engineering Industry (excluding Civils),Motion,Define,Brand strategy,0.04,0.04,0.03,0.01
Engineering Industry (excluding Civils),Motion,Define,Customer strategy,0.05,0.06,0.04,0.02
Engineering Industry (excluding Civils),Motion,Define,Digital strategy,0.05,0.07,0.04,0.01
Engineering Industry (excluding Civils),Motion,Define,Engagement strategy,0.05,0.06,0.04,0.02
Engineering Industry (excluding Civils),Motion,Define,Design thinking,0.04,0.05,0.03,0.01
Engineering Industry (excluding Civils),Motion,Define,Script development,0.05,0.06,0.04,0.01
Engineering Industry (excluding Civils),Motion,Define,Storyboarding,0.04,0.05,0.03,0.01
Engineering Industry (excluding Civils),Motion,Define,Production design,0.03,0.04,0.02,0.01
Engineering Industry (excluding Civils),Motion,Define,Casting,0.03,0.04,0.03,0.01
Engineering Industry (excluding Civils),Motion,Define,Prop scoping,0.05,0.06,0.04,0.02
Engineering Industry (excluding Civils),Motion,Define,Visualising,0.05,0.06,0.04,0.02
Engineering Industry (excluding Civils),Motion,Define,Sound design,0.04,0.04,0.03,0.01
Engineering Industry (excluding Civils),Motion,Develop,Strategy development,1.80,2.33,1.55,0.73
Engineering Industry (excluding Civils),Motion,Develop,Design development,2.18,2.78,1.82,0.88
Engineering Industry (excluding Civils),Motion,Develop,Program design,1.14,1.33,0.91,0.33
Engineering Industry (excluding Civils),Motion,Develop,Shoot,1.74,2.09,1.46,0.70
Engineering Industry (excluding Civils),Motion,Develop,Grading,2.34,2.93,1.98,0.44
Engineering Industry (excluding Civils),Motion,Develop,Rendering,1.82,2.28,1.51,0.34
Engineering Industry (excluding Civils),Motion,Develop,Production design ,2.31,2.89,1.95,0.54
Engineering Industry (excluding Civils),Motion,Develop,Lighting design,1.93,2.45,1.63,0.93
Engineering Industry (excluding Civils),Motion,Develop,Set design,1.54,1.93,1.30,0.66
Engineering Industry (excluding Civils),Motion,Develop,Effects design,1.90,2.48,1.61,0.45
Engineering Industry (excluding Civils),Motion,Develop,Model making,1.64,2.09,1.35,0.33
Engineering Industry (excluding Civils),Motion,Develop,Prop sourcing,1.26,1.45,1.01,0.58
Engineering Industry (excluding Civils),Motion,Develop,Prop construction,1.86,2.37,1.54,0.42
Engineering Industry (excluding Civils),Motion,Develop,Matt painting,2.02,2.52,1.66,0.69
Engineering Industry (excluding Civils),Motion,Develop,Sculpture,1.82,2.36,1.55,0.65
Engineering Industry (excluding Civils),Motion,Develop,Sound ,2.13,2.60,1.70,0.76
Engineering Industry (excluding Civils),Motion,Deliver,Documentation,0.41,0.53,0.36,0.20
Engineering Industry (excluding Civils),Motion,Deliver,Print production,0.42,0.55,0.37,0.19
Engineering Industry (excluding Civils),Motion,Deliver,Digital touchpoints,0.32,0.40,0.27,0.08
Engineering Industry (excluding Civils),Motion,Deliver,Production management,0.25,0.28,0.20,0.10
Engineering Industry (excluding Civils),Motion,Deliver,Implementation,0.48,0.57,0.39,0.20
Engineering Industry (excluding Civils),Motion,Deliver,Editing,0.35,0.44,0.31,0.14
Engineering Industry (excluding Civils),Motion,Deliver,Audio editing,0.39,0.48,0.33,0.17
Engineering Industry (excluding Civils),Motion,Deliver,Sound editing,0.27,0.33,0.22,0.05
Engineering Industry (excluding Civils),Motion,Deliver,Final effects,0.42,0.54,0.36,0.18
Engineering Industry (excluding Civils),Motion,Deliver,Post-production grade,0.22,0.27,0.19,0.09
Engineering Industry (excluding Civils),Motion,Deliver,Dispatch,0.24,0.31,0.20,0.06
Engineering Industry (excluding Civils),Motion,Deliver,Promotion,0.42,0.55,0.35,0.14
Engineering Industry (excluding Civils),Service Design,Discovery,Market research,0.10,0.12,0.08,0.03
Engineering Industry (excluding Civils),Service Design,Discovery,Market analysis,0.08,0.09,0.07,0.03
Engineering Industry (excluding Civils),Service Design,Discovery,Customer Insights,0.05,0.06,0.04,0.02
Engineering Industry (excluding Civils),Service Design,Discovery,Competitor analysis,0.04,0.06,0.04,0.02
Engineering Industry (excluding Civils),Service Design,Discovery,Audit ,0.05,0.06,0.04,0.01
Engineering Industry (excluding Civils),Service Design,Define,Service strategy,0.14,0.17,0.12,0.05
Engineering Industry (excluding Civils),Service Design,Define,Customer strategy,0.07,0.09,0.06,0.03
Engineering Industry (excluding Civils),Service Design,Define,Communications strategy,0.14,0.16,0.11,0.03
Engineering Industry (excluding Civils),Service Design,Define,Engagement strategy,0.13,0.15,0.10,0.04
Engineering Industry (excluding Civils),Service Design,Define,Design thinking,0.10,0.13,0.08,0.05
Engineering Industry (excluding Civils),Service Design,Develop,Strategy development,0.88,1.14,0.75,0.39
Engineering Industry (excluding Civils),Service Design,Develop,Design development,1.26,1.51,1.03,0.22
Engineering Industry (excluding Civils),Service Design,Develop,Program design,1.55,1.97,1.32,0.32
Engineering Industry (excluding Civils),Service Design,Develop,Presentation design,0.80,1.02,0.69,0.21
Engineering Industry (excluding Civils),Service Design,Deliver,Documentation,0.48,0.57,0.38,0.12
Engineering Industry (excluding Civils),Service Design,Deliver,Print production,0.60,0.76,0.52,0.31
Engineering Industry (excluding Civils),Service Design,Deliver,Digital touchpoints,0.60,0.75,0.49,0.22
Engineering Industry (excluding Civils),Service Design,Deliver,Production management,1.00,1.23,0.82,0.40
Engineering Industry (excluding Civils),Service Design,Deliver,Implementation,1.06,1.29,0.85,0.39
Engineering Industry (excluding Civils),Service Design,Discovery,Training,0.00,0.00,0.00,0.00
Engineering Industry (excluding Civils),Service Design,No Data,Customer Experience Model,0.00,0.00,0.00,0.00
Engineering Industry (excluding Civils),Service Design,Discovery,User Testing Services,0.00,0.00,0.00,0.00
Engineering Industry (excluding Civils),Service Design,No Data,Scenarios,0.00,0.00,0.00,0.00
Engineering Industry (excluding Civils),Service Design,No Data,Profiles,0.00,0.00,0.00,0.00
Engineering Industry (excluding Civils),InnovationInvention,Discovery,Market research,0.03,0.04,0.03,0.01
Engineering Industry (excluding Civils),InnovationInvention,Discovery,Market analysis,0.05,0.06,0.04,0.02
Engineering Industry (excluding Civils),InnovationInvention,Discovery,Customer Insights,0.06,0.07,0.05,0.02
Engineering Industry (excluding Civils),InnovationInvention,Discovery,Competitor analysis,0.05,0.05,0.04,0.02
Engineering Industry (excluding Civils),InnovationInvention,Discovery,Audit ,0.03,0.04,0.03,0.01
Engineering Industry (excluding Civils),InnovationInvention,Define,Brand strategy,0.09,0.11,0.07,0.02
Engineering Industry (excluding Civils),InnovationInvention,Define,Customer strategy,0.12,0.15,0.10,0.04
Engineering Industry (excluding Civils),InnovationInvention,Define,Digital strategy,0.07,0.09,0.06,0.03
Engineering Industry (excluding Civils),InnovationInvention,Define,Engagement strategy,0.10,0.13,0.08,0.03
Engineering Industry (excluding Civils),InnovationInvention,Define,Design thinking,0.08,0.09,0.06,0.03
Engineering Industry (excluding Civils),InnovationInvention,Develop,Strategy development,1.65,2.11,1.43,0.38
Engineering Industry (excluding Civils),InnovationInvention,Develop,Design development,1.96,2.50,1.71,0.71
Engineering Industry (excluding Civils),InnovationInvention,Develop,Program design,2.16,2.72,1.83,0.75
Engineering Industry (excluding Civils),InnovationInvention,Deliver,Documentation,0.53,0.62,0.43,0.21
Engineering Industry (excluding Civils),InnovationInvention,Deliver,Print production,0.50,0.64,0.43,0.18
Engineering Industry (excluding Civils),InnovationInvention,Deliver,Digital touchpoints,0.59,0.76,0.50,0.14
Engineering Industry (excluding Civils),InnovationInvention,Deliver,Production management,0.53,0.64,0.44,0.22
Engineering Industry (excluding Civils),InnovationInvention,Deliver,Implementation,0.49,0.64,0.42,0.09
Engineering Industry (excluding Civils),Design Education,Discovery,Market research,0.07,0.09,0.06,0.02
Engineering Industry (excluding Civils),Design Education,Discovery,Market analysis,0.11,0.12,0.09,0.03
Engineering Industry (excluding Civils),Design Education,Discovery,Customer Insights,0.07,0.09,0.06,0.02
Engineering Industry (excluding Civils),Design Education,Discovery,Competitor analysis,0.06,0.07,0.05,0.02
Engineering Industry (excluding Civils),Design Education,Discovery,Audit ,0.06,0.07,0.05,0.02
Engineering Industry (excluding Civils),Design Education,Define,Brand strategy,0.06,0.08,0.05,0.03
Engineering Industry (excluding Civils),Design Education,Define,Customer strategy,0.12,0.14,0.10,0.03
Engineering Industry (excluding Civils),Design Education,Define,Digital strategy,0.08,0.10,0.06,0.03
Engineering Industry (excluding Civils),Design Education,Define,Engagement strategy,0.11,0.13,0.09,0.04
Engineering Industry (excluding Civils),Design Education,Define,Design thinking,0.11,0.14,0.09,0.02
Engineering Industry (excluding Civils),Design Education,Develop,Strategy development,1.94,2.49,1.66,0.51
Engineering Industry (excluding Civils),Design Education,Develop,Design development,2.49,3.04,2.00,0.51
Engineering Industry (excluding Civils),Design Education,Develop,Program design,2.74,3.47,2.39,1.13
Engineering Industry (excluding Civils),Design Education,Deliver,Documentation,1.32,1.67,1.14,0.67
Engineering Industry (excluding Civils),Design Education,Deliver,Print production,0.81,0.97,0.66,0.22
Engineering Industry (excluding Civils),Design Education,Deliver,Digital touchpoints,1.30,1.67,1.08,0.29
Engineering Industry (excluding Civils),Design Education,Deliver,Production management,1.33,1.74,1.14,0.53
Engineering Industry (excluding Civils),Design Education,Deliver,Implementation,1.21,1.42,0.98,0.25
Manufacturing Industry, Strategy,Discovery,Brand audit,0.94,1.15,0.75,0.24
Manufacturing Industry, Strategy,Discovery,Market research,1.08,1.39,0.94,0.42
Manufacturing Industry, Strategy,Discovery,MarketCompetitor Analysis,0.69,0.82,0.56,0.29
Manufacturing Industry, Strategy,Discovery,Problem definition,0.89,1.18,0.76,0.35
Manufacturing Industry, Strategy,Discovery,Customer insights,0.81,1.07,0.70,0.31
Manufacturing Industry, Strategy,Discovery,Customer journey mapping,0.54,0.66,0.44,0.13
Manufacturing Industry, Strategy,Discovery,Problem definition,0.75,0.89,0.62,0.35
Manufacturing Industry, Strategy,Discovery,Brand strategy review,0.68,0.85,0.59,0.28
Manufacturing Industry, Strategy,Discovery,Organisational structure review,1.12,1.42,0.94,0.49
Manufacturing Industry, Strategy,Discovery,Resource needs identified,1.16,1.44,0.94,0.42
Manufacturing Industry, Strategy,Discovery,Comms audit,0.77,0.93,0.64,0.35
Manufacturing Industry, Strategy,Discovery,Channel analysis,0.68,0.85,0.55,0.19
Manufacturing Industry, Strategy,Define,Brand strategy development,0.53,0.68,0.46,0.14
Manufacturing Industry, Strategy,Define,Competitive Positioning ,0.94,1.17,0.79,0.42
Manufacturing Industry, Strategy,Define,Brand Definition,0.61,0.80,0.51,0.26
Manufacturing Industry, Strategy,Define,Customer segmentation,0.46,0.55,0.37,0.21
Manufacturing Industry, Strategy,Define,Customer journey development,0.57,0.74,0.48,0.20
Manufacturing Industry, Strategy,Define,Customer experience strategy,0.79,0.98,0.66,0.39
Manufacturing Industry, Strategy,Define,Channel strategy,0.69,0.87,0.57,0.34
Manufacturing Industry, Strategy,Define,Digital strategy,0.64,0.82,0.55,0.19
Manufacturing Industry, Strategy,Define,Service definition,0.44,0.50,0.35,0.16
Manufacturing Industry, Strategy,Define,Product ideation,0.72,0.85,0.58,0.15
Manufacturing Industry, Strategy,Define,Customer segmentation,0.51,0.63,0.42,0.09
Manufacturing Industry, Strategy,Define,Persona development,0.75,0.95,0.64,0.28
Manufacturing Industry, Strategy,Define,Customer journey development,0.67,0.89,0.58,0.14
Manufacturing Industry, Strategy,Define,Customer experience strategy,0.68,0.85,0.58,0.12
Manufacturing Industry, Strategy,Define,Product ideation,0.79,0.96,0.66,0.14
Manufacturing Industry, Strategy,Define,Engagement strategy,0.62,0.78,0.52,0.23
Manufacturing Industry, Strategy,Define,Campaign idea,0.60,0.74,0.52,0.14
